BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD
2016-BFN-0007450,BIGSBY'S FOLLY,3563 WAZEE  110 ,LIQUOR - VINTNER'S RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-20 15:47:30,2020-02-08 00:00:00,536741.0,3563 Wazee St Ste 110,None,Denver,CO,None,9,2,01600,3147226.0,1705730.0
2012-BFN-1058471,YKS INTERNATIONAL,1600 CHAMPA ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2013-10-14 00:00:00,2016-03-04 00:00:00,270358.0,1600 Champa St,None,Denver,CO,None,9,6,01702,3142378.0,1697203.0
2016-BFN-0007147,NOBLE SWINE LLC,3360 LARIMER ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-10-26 00:00:00,2017-10-26 00:00:00,271543.0,3360 Larimer St,None,Denver,CO,None,9,2,01600,3147369.0,1704252.0
2002-BFN-71895,KING SOOPERS #72,2750 S COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-06-08 11:35:19,2019-06-15 00:00:00,143820.0,2750 S Colorado Blvd,None,Denver,CO,None,4,3,04003,3158421.0,1668211.0
2007-BFN-1024838,DENVER COLISEUM,4600 HUMBOLDT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-06-22 10:36:17,2019-07-23 00:00:00,246298.0,4600 N Humboldt St,None,Denver,CO,None,9,2,03500,3149012.0,1709111.0
2009-BFN-1043173,BON AMI,295 S PENNSYLVANIA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 10:01:36,2020-02-20 00:00:00,81504.0,295 S Pennsylvania St,None,Denver,CO,None,7,3,02802,3145789.0,1684381.0
2002-BFN-4946,THE DENVER PRESS CLUB,1330 GLENARM PL,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2018-12-13 12:35:55,2019-12-31 00:00:00,54207.0,1330 Glenarm Pl,None,Denver,CO,None,9,6,01702,3142513.0,1695299.0
2018-BFN-0001954,GLBT COMMUNITY CENTER OF COLORADO,1301 E COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-04-23 11:35:20,2019-04-23 00:00:00,57703.0,1301 E Colfax Ave,None,Denver,CO,None,9,6,03102,3148885.0,1694959.0
2014-BFN-1072822,WHOLE FOODS MARKET,900 E 11TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-05-30 13:45:08,2019-06-10 00:00:00,65713.0,900 E 11th Ave,None,Denver,CO,None,10,6,02703,3147415.0,1692411.0
2001-BFN-2721,CIRCLE K # 2744085,5455 E COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-10-08 12:55:46,2019-10-20 00:00:00,None,None,None,None,None,None,8,2,04201,3162006.0,1695112.0
2005-BFN-1018289,RIO GRANDE LIQUOR,1135 W 8TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-03-08 13:32:15,2020-04-09 00:00:00,184569.0,1135 W 8th Ave,None,Denver,CO,None,3,1,01900,3139947.0,1690849.0
2018-BFN-0005523,FRIENDS OF THE DILLON RANGER DISTRICT,1416 PLATTE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-08-15 07:10:32,2019-08-15 00:00:00,54126.0,1416 Platte St,None,Denver,CO,None,1,1,01102,3137893.0,1700400.0
2019-BFN-0001805,CARPCO LLC,3083 N BRIGHTON BLVDSTE 102 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2019-03-21 00:00:00,2020-03-21 00:00:00,519601.0,3083 N Brighton Blvd Ste 102,None,Denver,CO,None,9,6,01600,3144928.0,1704549.0
2001-BFN-51304,EL TORO RESTAURANT INC,4957 COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-18 13:04:26,2019-08-30 00:00:00,23700.0,4957 N Colorado Blvd,None,Denver,CO,None,9,2,03500,3157020.0,1711471.0
2015-BFN-0004186,LC TACOS,4959 S NEWPORT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-18 15:31:54,2019-10-06 00:00:00,247824.0,4959 S Newport St,None,Denver,CO,None,4,3,06701,3166988.0,1652911.0
2002-BFN-80025,SANTA FE LIQUORS,340 SANTA FE DR,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-06-15 08:54:36,2019-07-13 00:00:00,None,None,None,None,None,None,7,3,02100,3141133.0,1688173.0
2018-BFN-0002905,VOLUME RATE LIQUORS INC.,7805 E 35TH AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2018-05-21 00:00:00,2019-05-21 00:00:00,167556.0,7805 E 35th Ave,None,Denver,CO,None,8,5,04105,3169222.0,1704538.0
2007-BFN-1030399,BROTHERS BBQ VIII,4645 W COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-10 10:52:54,2020-02-10 00:00:00,None,None,None,None,None,None,1,1,00701,3127344.0,1695004.0
2007-BFN-1026707,BCG @ FILLMORE AUDITORIUM,1510 CLARKSON ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-24 11:04:30,2019-09-03 00:00:00,57625.0,1510 N Clarkson St,None,Denver,CO,None,10,6,02602,3147026.0,1695073.0
2006-BFN-1022376,PHO ON 6,1312 E 6TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-11-20 10:10:21,2019-10-31 00:00:00,176430.0,1312 E 6th Ave,None,Denver,CO,None,10,3,03203,3148674.0,1689517.0
2012-BFN-1063271,GATHER/GALVANIZE 1.0,1062 N DELAWARE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-18 11:50:07.000001,2020-02-12 00:00:00,348840.0,1062 N Delaware St,None,Denver,CO,None,10,6,02000,3142643.0,1692543.0
2012-BFN-1058638,SHANTY SUPPER CLUB,1033 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-06-12 00:00:00,2019-05-13 00:00:00,244876.0,1033 E 17th Ave,None,Denver,CO,None,10,6,02602,3147969.0,1696117.0
2009-BFN-1042945,"THE DRINK, TRYST LOUNGE & LA MARK 15",1320 15TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-11-19 14:33:59,2019-11-23 00:00:00,182623.0,1320 15th St,None,Denver,CO,None,9,6,01701,3140800.0,1697947.0
2016-BFN-0006433,PEARL WINE COMPANY,1886 S PEARL ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-09-28 00:00:00,2017-09-28 00:00:00,186078.0,1886 S Pearl St,None,Denver,CO,None,7,3,03001,3146261.0,1673868.0
2006-BFN-1022843,7-ELEVEN STORE 24359A,2410 S UNIVERSITY BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-12-10 09:31:12,2019-12-11 00:00:00,110598.0,2410 S University Blvd,None,Denver,CO,None,6,3,04006,3152288.0,1670393.0
2018-BFN-0001806,LITTLE STAR MART,300 E 6TH AVE# 1 ,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-07-25 15:12:02.000001,2019-06-06 00:00:00,32568493.0,300 E 6th Ave # 1,None,Denver,CO,None,10,3,02801,3145383.0,1689542.0
2018-BFN-0006929,SPIN ENTERPRISES,725 W 39TH AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-03 11:03:20,2019-10-03 00:00:00,34779.0,725 W 39th Ave,None,Denver,CO,None,9,1,01500,3141763.0,1705969.0
2004-BFN-1012419,QDOBA MEXICAN EATS,7155 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 11:50:05,2020-01-17 00:00:00,145480.0,7155 E Hampden Ave,None,Denver,CO,None,4,3,06812,3167444.0,1663565.0
2018-BFN-0005717,"BALLPARK NEIGHBORHOOD ASSOCIATION, INC",2060 LARIMER ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-08-22 13:34:35,2019-08-22 00:00:00,370106.0,2060 Larimer St,None,Denver,CO,None,9,6,01600,3142989.0,1699767.0
2003-BFN-1005133,GENO'S LIQUORS DENVER,2336 W 32ND AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-10-30 15:47:36,2019-12-04 00:00:00,250802.0,2336 W 32nd Ave,None,Denver,CO,None,1,1,00402,3136196.0,1702762.0
2018-BFN-0009150,SPIN ENTERPRISES,2041 LAWRENCE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-07 15:18:18,2020-01-07 00:00:00,55027.0,2041 Lawrence St,None,Denver,CO,None,9,6,01600,3143056.0,1699581.0
2018-BFN-0001303,WAYFINDER CO-OP,525 N SANTA FE DR,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-03-04 11:16:32,2019-07-10 00:00:00,77873.0,525 N Santa Fe Dr,None,Denver,CO,None,7,3,02100,3140977.0,1689180.0
2014-BFN-1074703,SUSHI HAI,3600 W 32ND AVEUNIT D ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-14 10:21:06.000001,2020-01-14 00:00:00,361900.0,3600 W 32nd Ave Ste D,None,Denver,CO,None,1,1,00303,3130745.0,1702755.0
2017-BFN-0007281,VINO GINO LLC,347 S COLORADO BLVD,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2017-09-19 00:00:00,2018-10-27 00:00:00,173946.0,347 S Colorado Blvd,None,Denver,CO,None,10,3,03901,3157245.0,1684109.0
2002-BFN-94544,COWBOBAS,940 S FEDERAL BLVD,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-09-18 11:45:42,2019-08-28 00:00:00,165142.0,940 S Federal Blvd,None,Denver,CO,None,7,4,01301,3133714.0,1680036.0
2014-BFN-0004911,BORRACHO TACOS,42 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-22 11:24:05,2020-01-21 00:00:00,170656.0,42 S Broadway,None,Denver,CO,None,7,3,02802,3144229.0,1686017.0
2018-BFN-0006263,FOUR MILE HISTORIC PARK,715 S FOREST ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-13 10:36:14,2019-09-13 00:00:00,221539.0,715 S Forest St,None,Denver,CO,None,5,3,04900,3161029.0,1681433.0
2001-BFN-4736,UNIVERSITY CLUB,1673 N SHERMAN ST,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2018-12-13 14:23:24.000001,2019-12-31 00:00:00,55721.0,1673 N Sherman St,None,Denver,CO,None,10,6,02601,3144766.0,1695943.0
2016-BFN-0004171,INK LOUNGE INCORPORATED,29 S FOX ST,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2017-07-28 07:10:03,2018-07-19 00:00:00,80180.0,29 S Fox St,None,Denver,CO,None,7,3,02100,3141972.0,1686145.0
2010-BFN-1049011,NICOLO'S PIZZA,1209 E 13TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-09-10 09:00:13,2019-10-06 00:00:00,261629.0,1209 E 13th Ave,None,Denver,CO,None,10,6,03201,3148307.0,1693762.0
2016-BFN-0008419,HEDGE ROW,100 N STEELE STSTE 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-26 13:24:19,2020-04-10 00:00:00,463017.0,100 N Steele St Ste 100,None,Denver,CO,None,10,3,03800,3154832.0,1686875.0
2019-BFN-0000845,THE NOWAK SOCIETY,2041 LAWRENCE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-19 08:36:42,2020-02-19 00:00:00,55027.0,2041 Lawrence St,None,Denver,CO,None,9,6,01600,3143056.0,1699581.0
2019-BFN-0000693,JOHN S STEWART POST NO 1 VETERANS OF FOREIGN WARS OF THE UNITED STATES,841 N SANTA FE DR,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-12 07:13:16,2020-02-12 00:00:00,69312.0,841 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3140895.0,1691088.0
2013-BFN-1066854,AVIATORS SPORTS BAR & BAR-B-QUE,8900 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-09 12:49:20,2020-01-07 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,None,11,7,08313,3231979.0,1738721.0
2015-BFN-0004303,CHEESE+PROVISIONS,2432 W 44TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-09 09:28:37.000001,2019-12-02 00:00:00,468320.0,2432 W 44th Ave,None,Denver,CO,None,1,1,00401,3135797.0,1708063.0
2016-BFN-0007342,"SOUTH SHERIDAN ENTERPRISES, INC",1945 S SHERIDAN BLVD 101 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-11-08 00:00:00,2017-11-08 00:00:00,360451.0,1945 S Sheridan Blvd Unit 101,None,Denver,CO,None,2,4,04700,3125284.0,1673539.0
2014-BFN-1074686,TASTES 5280/TAPAS SKY BAR/MODMARKET/SILVER BULLET BAR,8900 PENA CONCOURSE C ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-10-08 10:10:15,2019-10-28 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,None,11,7,08313,3231979.0,1738721.0
2008-BFN-1032241,STAYBRIDGE SUITES DIA,6951 TOWER RD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-05-30 12:59:32,2019-06-17 00:00:00,163317.0,6951 N Tower Rd,None,Denver,CO,None,11,5,08313,3204198.0,1725553.0
2012-BFN-1063315,7-ELEVEN STORE 15754A,4770 W COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-02-20 15:23:20,2020-03-20 00:00:00,261420.0,4770 W Colfax Ave,None,Denver,CO,None,1,1,00701,3127188.0,1694789.0
2012-BFN-1063694,SMASHBURGER #1261,8100 W CRESTLINE AVE UNIT A2 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-01-08 12:52:31,2020-01-22 00:00:00,364126.0,8100 W Crestline Ave Unit A2,None,Denver,CO,None,2,4,12010,3115311.63,1650210.39
2018-BFN-0005352,PANDAS INTERNATIONAL INC,6500 E GIRARD AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-08-06 12:48:15,2019-08-06 00:00:00,145467.0,6500 E Girard Ave,None,Denver,CO,None,4,3,06812,3165757.0,1663516.0
2011-BFN-1055020,"CITY SPIRITS WINE & LIQUORS, LLC",1512 LARIMER ST UNIT 17R ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2013-07-18 00:00:00,2015-07-20 00:00:00,358887.0,1512 Larimer St Unit 17R,None,Denver,CO,None,9,6,01701,3141264.0,1697908.0
2003-BFN-1007044,CHIPOTLE MEXICAN GRILL,140 N STEELE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-11-19 13:34:12,2019-12-09 00:00:00,84358.0,140 N Steele St,None,Denver,CO,None,10,3,03800,3154824.0,1687073.0
2011-BFN-1052068,FAIRFAX LIQUORS,2801 FAIRFAX ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-05-08 15:03:34,2019-05-02 00:00:00,261493.0,2801 N Fairfax St,None,Denver,CO,None,8,2,04103,3160704.0,1701001.0
2018-BFN-0008713,MBA OPENS DOORS FOUNDATION,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-12-11 08:47:36,2019-12-11 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2008-BFN-1035384,7 ELEVEN 25550A,12880 E ALBROOK DR,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-10-31 09:21:56,2019-11-19 00:00:00,12084.0,12880 E Albrook Dr,None,Denver,CO,None,8,5,08312,3184858.0,1709869.0
2013-BFN-1070478,EMBASSY SUITE HOTEL,7525 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-04-06 10:00:18,2019-04-18 00:00:00,146754.0,7525 E Hampden Ave,None,Denver,CO,None,4,3,06812,3168051.0,1663650.0
2014-BFN-1074795,FORTUNE WOK TO TABLE,2817 E 3RD AVEUNIT E ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-09-21 11:40:00,2019-09-20 00:00:00,264050.0,2817 E 3rd Ave Unit E,None,Denver,CO,None,10,3,03800,3153502.0,1688054.0
2015-BFN-0004639,ACES HIGH SPIRITS,8763 E NORTHFIELD BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-09-18 12:26:11,2019-10-06 00:00:00,495140.0,8763 E Northfield Blvd,None,Denver,CO,None,8,5,04105,3172413.0,1711743.0
2002-BFN-41457,MAYFAIR LIQUORS,1385 KRAMERIA ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-06-22 09:15:14,2019-07-17 00:00:00,None,None,None,None,None,None,5,2,04304,3163958.0,1694247.0
2014-BFN-0004884,CHEBA HUT,638 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-10 11:12:00,2020-02-10 00:00:00,66746.0,638 E Colfax Ave,None,Denver,CO,None,10,6,02703,3146516.0,1694763.0
2015-BFN-0001425,NOVO COFFEE,1700 E 6TH ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-07-09 10:19:50,2019-07-20 00:00:00,81682.0,1700 E 6th Ave,None,Denver,CO,None,10,3,03203,3149924.0,1689569.0
2019-BFN-0001211,COLORADO PHOTOGRAPHIC ARTS CENTER,1070 N BANNOCK ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-06 07:17:35,2020-03-06 00:00:00,67929.0,1070 N Bannock St,None,Denver,CO,None,10,6,02000,3143470.0,1692435.0
2018-BFN-0002170,CIRCLE K STORE #2709868,3600 W 38TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-08-06 14:22:29,2019-06-14 00:00:00,48158.0,3600 W 38th Ave,None,Denver,CO,None,1,1,00303,3130720.0,1705427.0
2014-BFN-1072991,HOTEL TEATRO/THE NICKEL,1100 14TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-07-05 11:33:08,2019-08-04 00:00:00,246294.0,1100 14th St,None,Denver,CO,None,9,6,01702,3141033.0,1696984.0
2017-BFN-0001405,GERARD'S POOL HALL,1305 26TH ,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2018-05-25 10:45:31,2019-05-22 00:00:00,471064.0,1305 26th St,None,Denver,CO,None,9,2,01600,3144742.0,1701788.0
2005-BFN-1016158,LOS MESONES,3643 W COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-07 14:13:14,2019-11-29 00:00:00,52160.0,3643 W Colfax Ave,None,Denver,CO,None,3,1,00702,3130630.0,1694948.0
2018-BFN-0004888,DENVERS ART DISTRICT ON SANTA FE,901 N SANTA FE DR,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-23 14:35:29,2019-07-23 00:00:00,69280.0,901 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3140961.0,1691402.0
2015-BFN-0005904,WATER COURSE FOODS,837 E 17TH AVEUNIT 103 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-07 11:26:07,2019-12-23 00:00:00,263901.0,837 E 17th Ave Unit 103,None,Denver,CO,None,10,6,02602,3147161.0,1696094.0
2002-BFN-74778,THE RIALTO,934 16TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-10 10:17:58,2020-02-08 00:00:00,181837.0,934 16th St,None,Denver,CO,None,9,6,01702,3142109.0,1697318.0
2018-BFN-0005002,CASA DE PAZ,101 W 14TH AVENUE PKWY,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-24 15:17:56,2019-07-24 00:00:00,176314.0,101 W 14th Avenue Pkwy,None,Denver,CO,None,10,6,02000,3143756.0,1694161.0
2005-BFN-1018050,V'S WINE AND LIQUOR,1550 S FEDERAL BLVDSUITE R & S ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-08-27 10:22:25,2019-09-16 00:00:00,270107.0,1550 S Federal Blvd Unit R,None,Denver,CO,None,7,4,01402,3133874.0,1676137.0
2002-BFN-18711,GOVNR'S PARK RESTAURANT & TAVERN,672 LOGAN ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-07 11:41:32,2019-04-25 00:00:00,246508.0,672 N Logan St,None,Denver,CO,None,10,3,02801,3145663.0,1690093.0
2019-BFN-0001448,BREWERS ASSOCIATION,700 14TH ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-14 13:01:04.000001,2020-03-14 00:00:00,54218.0,700 14th St,None,Denver,CO,None,9,6,01702,3141985.0,1695888.0
2018-BFN-0001823,MARISCOS MR. PERALTA,3900 N OSAGE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-26 11:38:36,2019-07-01 00:00:00,33805.0,3900 N Osage St,None,Denver,CO,None,1,1,01101,3139126.0,1705981.0
2003-BFN-1004706,BUSBY LIQUORS,4900 LOWELL BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-09-10 08:50:49,2019-09-29 00:00:00,25363.0,4900 N Lowell Blvd,None,Denver,CO,None,1,1,00101,3130873.0,1711448.0
2019-BFN-0000270,RANGE OF MOTION,3560 CHESTNUT PL,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-29 14:58:42,2020-01-29 00:00:00,42220.0,3560 Chestnut Pl,None,Denver,CO,None,9,2,01600,3146341.0,1706651.0
2006-BFN-1024510,PAUL'S LIQUOR,1131 E COLFAX AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2019-03-08 13:36:20,2020-04-05 00:00:00,261948.0,1131 E Colfax Ave,None,Denver,CO,None,9,6,03102,3148313.0,1694957.0
2008-BFN-1033442,THE BRITISH BULLDOG,2052 STOUT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-08-03 14:07:21,2019-09-08 00:00:00,55072.0,2052 Stout St,None,Denver,CO,None,9,6,02403,3144237.0,1698524.0
2002-BFN-28306,CIRCLE K # 2744128,8500 W CRESTLINE AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-02-19 10:23:16,2020-02-01 00:00:00,156966.0,8500 W Crestline Ave,None,Denver,CO,None,2,4,12010,3114607.0,1650075.0
2013-BFN-1068272,STATION LIQUOR,782 SHERIDAN BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-03-02 16:22:42,2020-02-05 00:00:00,72592.0,782 N Sheridan Blvd,None,Denver,CO,None,3,1,00904,3125762.0,1690742.0
2018-BFN-0002773,ROBERT ANDERSON GALLERY,3321 E COLFAX AVE,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2018-07-25 00:00:00,2019-07-24 00:00:00,58758.0,3321 E Colfax Ave,None,Denver,CO,None,9,2,03701,3155238.0,1695024.0
2018-BFN-0005200,LEROUX BISTRO/CHO77,1555 BLAKE STSTE 102 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-14 14:36:20,2019-09-23 00:00:00,355683.0,1555 Blake St Ste 102,None,Denver,CO,None,9,6,01701,3140710.0,1698592.0
2011-BFN-1054415,7 ELEVEN STORE 13194A,1107 SANTA FE DR,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-07-25 12:36:07,2019-07-31 00:00:00,68815.0,1107 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3140929.0,1692612.0
2017-BFN-0008040,SUSHI CUP,208 E 7TH AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-05-02 15:22:42.000001,2019-04-30 00:00:00,467482.0,208 E 7th Ave,None,Denver,CO,None,10,3,02801,3145013.0,1690161.0
2002-BFN-77200,BROTHERS BBQ,6499 LEETSDALE DR,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-05-18 12:52:30,2019-05-15 00:00:00,135672.0,6499 Leetsdale Dr,None,Denver,CO,None,5,3,05001,3165126.0,1681601.0
2014-BFN-1074691,MACKINZIE'S,2240 CLAY STUNIT 100 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-11-19 09:58:14,2019-12-12 00:00:00,250577.0,2240 N Clay St Unit 100,None,Denver,CO,None,1,1,00600,3134900.0,1698588.0
2012-BFN-1061091,EMBASSY SUITES DENVER - DOWNTOWN,1420 STOUT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-28 11:39:05,2019-12-14 00:00:00,55264.0,1420 Stout St,None,Denver,CO,None,9,6,01702,3142052.0,1696365.0
2008-BFN-1037361,7-ELEVEN 25582A,1103 N YOSEMITE ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-12-10 09:38:46,2020-01-11 00:00:00,125543.0,1103 N Yosemite St,None,Denver,CO,None,5,2,04404,3172960.0,1692483.0
2018-BFN-0006360,WOMEN'S WILDERNESS INSTITUTE,1416 PLATTE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-13 14:36:35,2019-09-13 00:00:00,54126.0,1416 Platte St,None,Denver,CO,None,1,1,01102,3137893.0,1700400.0
2003-BFN-1006663,THE EVENTS CENTER,1900 OLIVE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-29 12:29:02,2020-03-28 00:00:00,166488.0,1900 N Olive St,None,Denver,CO,None,8,2,04202,3166968.0,1697169.0
2019-BFN-0002092,REGIS UNIVERSITY,3333 W REGIS BLVDBLDG A ,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-04-02 07:10:00,2020-04-02 00:00:00,166657.0,3333 W Regis Blvd Bldg A,None,Denver,CO,None,1,1,00101,3130899.0,1713421.0
2016-BFN-0008415,THE KITCHEN NEXT DOOR,10155 E 29TH  160 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-29 12:26:26,2020-03-02 00:00:00,528885.0,10155 E 29th Dr Ste 160,None,Denver,CO,None,8,5,04105,3177548.0,1702234.0
